Afstand,Vinkel
617.6679671641205 , -1
617.9913926223991 , -1
618.3014560917788 , -1
618.5698199631065 , -1
618.7917379340398 , -1
618.9803267821931 , -1
619.1255424704154 , -1
619.2447879242876 , -1
619.3339395877147 , -1
619.368663080882 , -1
619.3760283588117 , -1
619.3596356400166 , -1
619.3221255255371 , -1
619.2609927872011 , -1
619.1779501277755 , -1
619.0803083999008 , -1
618.9661471201694 , -1
618.8314612884726 , -1
618.6385356882513 , -1
618.4041521673055 , -1
618.1360534221441 , -1
617.8266985353672 , -1
617.501559201682 , -1
617.1264927113717 , -1
616.699095300142 , -1
616.2311023926865 , -1
615.742959612715 , -1
615.2404436119913 , -1
614.7242600690337 , -1
614.2172689874291 , 0
613.7066480054265 , 0
613.2056666986435 , 0
612.7289551526487 , 0
612.2556368451429 , 0
611.7779535644754 , 0
611.3022495028572 , 0
610.8352798361557 , 0
610.3744105727662 , 0
609.9355274068495 , 0
609.5038653071518 , 0
609.0933204758921 , 0
608.6722617553745 , 0
608.2312273633327 , 0
607.7784290853863 , 0
607.3059771884667 , 0
606.8235306851716 , 0
606.3553026788661 , 0
605.8894071471375 , 0
605.4041291193809 , 0
604.9385077326582 , 0
604.4676702904684 , 0
603.9917234075809 , 0
603.5089430586967 , 0
603.0142905571224 , 0
602.5221164988033 , 0
602.0234381885218 , 0
601.5130310083822 , 0
601.0018171966775 , 0
600.5113715173137 , 0
599.9962225356772 , 0
599.4896965340179 , 0
598.9691217936972 , 0
598.4468060454002 , 0
597.9187552324994 , 0
597.3896866255031 , 0
596.8504640830549 , 0
596.3277403954345 , 0
595.8224978103676 , 0
595.3352499241322 , 0
594.8432646231834 , 0
594.3463295964258 , 0
593.86207925578 , 0
593.3655520339095 , 0
592.8756189119183 , 0
592.4095312988435 , 0
591.9447977464723 , 0
591.4948224303853 , 0
591.0417332817542 , 0
590.6047334543039 , 0
590.1801800018029 , 0
589.7319004054567 , 0
589.3021233604497 , 0
588.8932472326138 , 0
588.4826267680921 , 0
588.0618723954337 , 0
587.6227035198624 , 0
587.1692224521471 , 0
586.7133494569288 , 0
586.2539353266909 , 0
585.7731091479408 , 0
585.3352845692049 , 1
584.9463937829008 , 1
584.6072686830478 , 1
584.2868139990977 , 1
584.011516651775 , 1
583.7834009302944 , 1
583.6133013075688 , 1
583.4631800438406 , 1
583.3635235120178 , 1
583.3096256051248 , 1
583.2665762533028 , 1
583.2380152168649 , 1
583.2394820156045 , 1
583.2504011676942 , 1
583.2783793665866 , 1
583.333051762615 , 1
583.4329673592059 , 1
583.5511248322971 , 1
583.7094551633162 , 1
583.9030087866812 , 1
584.1075215853667 , 1
584.3525833973441 , 1
584.6175660642585 , 1
584.9321233863908 , 1
585.2971315211523 , 1
585.7003890862069 , 1
586.1129005114647 , 1
586.5588129777183 , 1
587.0442946877491 , 1
587.5630233351412 , 1
588.1387476283717 , 1
588.7540028379683 , 1
589.3853517428953 , 1
590.072548683977 , 1
590.8085672848599 , 1
591.5984779952303 , 1
592.4137674330785 , 1
593.2509229031134 , 1
594.1419642523254 , 1
595.0692669040899 , 1
596.0328396030703 , 1
597.0481943978119 , 1
598.0860876316367 , 1
599.152890594505 , 1
600.2304503549005 , 1
601.3559702931007 , 1
602.5029475007808 , 1
603.6584744639167 , 1
604.8428193875486 , 1
606.0471750578612 , 1
607.3077086484981 , 1
608.5777587034565 , 1
609.9032255577087 , 1
611.2657795613912 , 1
612.6557429639939 , 1
614.087000675351 , 1
615.5522825307119 , 1
617.0360598249556 , 1
618.5755036767742 , 1
620.1685847765374 , 1
621.7895497694058 , 1
623.4282424521912 , 1
625.1216108373897 , 1
626.8252881590568 , 1
628.5746122995988 , 1
630.3710593933295 , 1
632.1984989470226 , 1
634.0838063422531 , 1
636.0147082934483 , 1
637.9969132528762 , 1
639.9941268514275 , 1
642.0046580389651 , 1
644.0653110339938 , 1
646.1391140309619 , 1
648.252028245787 , 1
650.4155470553782 , 1
652.6359044366935 , 1
654.8992461743394 , 1
657.2097378166725 , 1
659.550355548004 , 1
661.9385915650265 , 1
664.3428315690949 , 1
666.7463039407147 , 0
669.1493698524204 , 0
671.5284815308402 , 0
673.8829120728141 , 0
676.2012014833665 , -1
678.4876514641303 , -1
680.7022537684848 , -2
682.839652105049 , -2
684.9237987543618 , -2
686.9234465734752 , -2
688.879899910336 , -2
690.7335900065627 , -3
692.4832349354812 , -3
694.1442345075518 , -3
695.7242249292533 , -3
697.2101910869777 , -3
698.614724632872 , -3
699.9328502915607 , -3
701.1456837338732 , -3
702.263566315668 , -3
703.2627588077487 , -3
704.1725294244861 , -3
704.9967289693049 , -3
705.7399716348457 , -3
706.3693730311774 , -3
706.9179929694801 , -3
707.3528307578064 , -3
707.6829339991384 , -3
707.8930063611044 , -3
708.0264387796477 , -3
708.0677227486415 , -3
707.988844889688 , -3
707.8224092044569 , -3
707.5623773562827 , -3
707.2127546224605 , -3
706.7824069852549 , -3
706.2694855096403 , -3
705.6687565165711 , -3
704.9781785409161 , -3
704.175006657052 , -3
703.2795551137764 , -3
702.2616673161897 , -3
701.1606019465524 , -3
699.9530628873677 , -3
698.6304474666533 , -3
697.2095832918924 , -3
695.6670994152968 , -3
694.0028216549434 , -3
692.2612991818625 , -3
690.4334163847383 , -3
688.4998672356121 , -3
686.4763984293833 , -2
684.363380825157 , -2
682.2016762944671 , -2
679.9928959282411 , -1
677.7495274788079 , -1
675.4682181215384 , -1
673.1407249031488 , -1
670.7817826257582 , -1
668.3674843577784 , -1
665.9250742557388 , -1
663.4659693041824 , -1
660.9883035999524 , 0
658.4914180891086 , 0
655.9805847030342 , 0
653.5254176625243 , 1
651.1087142016113 , 1
648.7045687303498 , 1
646.352537885165 , 1
644.013486734487 , 1
641.7279071280108 , 1
639.5053276677829 , 2
637.362321609637 , 2
635.2724686660138 , 2
633.2340953897233 , 2
631.2799313396823 , 2
629.3972960675952 , 2
627.5908778497766 , 2
625.8368117637588 , 2
624.1734663658774 , 2
622.5583930075088 , 2
621.0336545963988 , 2
619.59848346892 , 2
618.2396649334889 , 2
616.9342553411778 , 2
615.6964050833035 , 2
614.5292847311576 , 2
613.424729493097 , 2
612.3871426696295 , 2
611.4165268888337 , 2
610.5359014496189 , 2
609.7161947720748 , 2
608.9442731259052 , 2
608.2496828256344 , 2
607.6373127094467 , 2
607.0799663988835 , 2
606.5734148201151 , 2
606.1119882205143 , 2
605.7040226124997 , 2
605.3537038933814 , 2
605.0895627890368 , 2
604.8746207305238 , 2
604.7325548760228 , 2
604.6423291281468 , 2
604.6425248925638 , 2
604.7174583251009 , 2
604.8473555587726 , 2
605.0479519547595 , 2
605.3249412066664 , 2
605.6657461221484 , 2
606.0960576078255 , 2
606.5750463881255 , 2
607.1050446812737 , 2
607.7000429013452 , 2
608.3754912066071 , 2
609.1007812306322 , 2
609.8725874902303 , 2
610.691807188572 , 2
611.5622084746358 , 2
612.5004118394542 , 2
613.508861505818 , 2
614.575097921297 , 2
615.7021373631381 , 2
616.8793681649249 , 2
618.087701696527 , 1
619.3315642598131 , 1
620.5868173760134 , 1
621.857714301811 , 1
623.1607606251441 , 1
624.4781796535327 , 1
625.8080456505462 , 1
627.1808510109873 , 1
628.6046058800927 , 1
630.066760518333 , 1
631.5815532522826 , 1
633.1543753089192 , 1
634.742916027805 , 1
636.3437491263697 , 1
637.9670485794826 , 1
639.6413108688811 , 1
641.3674653153607 , 2
643.1510254802952 , 2
645.0235914378633 , 3
646.9821687324269 , 3
649.0474611878051 , 3
651.23122689635 , 3
653.5258311866286 , 3
655.9298585702293 , 3
658.4304892517547 , 3
661.0480512924927 , 4
663.7851976922658 , 4
666.6650054260217 , 4
669.6745694947718 , 4
672.8648876211054 , 5
676.2451659029983 , 5
679.8057982898309 , 5
683.5096223127229 , 5
687.358560034268 , 5
691.3238552782989 , 4
695.4057532772631 , 4
699.6383342117969 , 4
704.0145038268156 , 4
708.5130781100258 , 4
713.1465512937625 , 4
717.8929039102263 , 3
722.7437502894032 , 3
727.6951644132379 , 3
732.7709428960451 , 3
737.9040086680502 , 2
743.1157788338136 , 2
748.4087482405669 , 2
753.7400659709573 , 1
759.1223600395905 , 1
764.5150990188259 , 1
769.9065173804287 , 0
775.322715228372 , 0
780.7616341757218 , 0
786.1914703821418 , -1
791.5656606447079 , -1
796.8929772446119 , -1
802.1531458007423 , -2
807.355048610183 , -2
812.4618143972036 , -3
817.4876205360067 , -3
822.4256363272749 , -3
827.2834286063138 , -3
832.0462607192629 , -3
836.7159226021706 , -3
841.2690207479352 , -3
845.7394576701377 , -3
850.1314116677095 , -3
854.4362095396822 , -3
858.6646489887579 , -3
862.7900638231415 , -3
866.8126245058894 , -3
870.7148481504771 , -3
874.5412025562634 , -3
878.2497586414456 , -3
881.8543797124694 , -3
885.3341625979098 , -3
888.6971707783016 , -3
891.9747487791224 , -3
895.1285478248811 , -3
898.2004456547642 , -3
901.1873515329681 , -3
904.0773447624769 , -3
906.875751079794 , -3
909.5571330316105 , -3
912.116884761862 , -3
914.6003704169284 , -3
916.9733133670336 , -3
919.2498770805184 , -3
921.4285380747225 , -3
923.5098871137719 , -3
925.5120973843785 , -3
927.4297010693299 , -3
929.240537201893 , -3
930.9379534759324 , -3
932.5125828635349 , -3
933.9673877028426 , -3
935.3010261414325 , -3
936.5201411041345 , -3
937.6474448775144 , -3
938.6679478734512 , -3
939.5901660938855 , -3
940.4093873074033 , -3
941.1048159802231 , -3
941.6754964472697 , -3
942.1385660471885 , -3
942.5219932171176 , -3
942.8096445452682 , -3
942.975117684285 , -3
943.0203921448847 , -3
942.9703829271651 , -3
942.8251299440624 , -3
942.580953551057 , -3
942.2160293837816 , -3
941.7687409548454 , -3
941.2153478086417 , -3
940.581460880591 , -3
939.8550016544168 , -3
939.0096697342444 , -3
938.0462532742645 , -3
936.9975654105127 , -3
935.8419115847106 , -3
934.5756089266466 , -3
933.2174437681583 , -3
931.7648632607554 , -3
930.2107438034858 , -3
928.5550185154625 , -3
926.8188000448499 , -3
924.9943236906023 , -3
923.0943332858333 , -3
921.075021428134 , -3
918.9456672771086 , -3
916.6963227053 , -3
914.341792469588 , -3
911.8844951514818 , -3
909.3501494203845 , -3
906.7319049764384 , -3
904.0336449840339 , -3
901.2378956741735 , -3
898.3607075903068 , -3
895.3868931574352 , -3
892.2974927385171 , -3
889.0872635631957 , -3
885.780026747585 , -3
882.3936481495444 , -3
878.9197523358393 , -3
875.385147109697 , -2
871.7708667107382 , -2
868.1043942143696 , -2
864.3678861485536 , -2
860.5745255182678 , -2
856.734448286704 , -2
852.8364215166902 , -2
848.8878958154755 , -2
844.8754622051129 , -2
840.8207779099079 , -2
836.7294154411027 , -1
832.6068608207988 , -1
828.4516132000243 , -1
824.2455417300938 , -1
820.0059662692372 , -1
815.7241443366628 , -1
811.4327564556771 , -1
807.1159805234188 , -1
802.7718870160011 , -1
798.394329919177 , -1
793.9819652424885 , -1
789.5465056795715 , -1
785.0533106122434 , -1
780.5478006371429 , -1
776.0143533777714 , -1
771.4425490916619 , -1
766.8387759888549 , -1
762.192634289702 , -1
757.4947265277161 , -1
752.763301073973 , -1
748.0229906170845 , -1
743.2551504351366 , -1
738.4541240016555 , -1
733.641826241707 , -1
728.8312315631231 , 0
724.0309827310745 , 0
719.2554970663283 , 0
714.5011043232921 , 0
709.7555566602701 , 0
705.023060067438 , 0
700.2983950807956 , 0
695.5792218496558 , 0
690.8393161581776 , 0
686.1459341992002 , 1
681.5065842081021 , 1
676.9197853287071 , 1
672.3644800321829 , 1
667.8313964597107 , 1
663.3355387802175 , 1
658.8616488328457 , 1
654.4036126933198 , 1
649.9941984075423 , 1
645.6065950931816 , 1
641.252016416014 , 1
636.93150636841 , 1
632.6613608517539 , 1
628.4460574866403 , 1
624.2721417734981 , 1
620.1118405825691 , 1
616.0096750432128 , 1
611.9524158729671 , 1
607.9132640952564 , 1
603.8923617380648 , 1
599.9083126535849 , 1
595.9652737329276 , 1
592.0353260196651 , 1
588.1236762542713 , 1
584.2579943774552 , 1
580.4169000414983 , 1
576.5936465466251 , 1
572.7894576699198 , 1
569.035431854379 , 1
565.3258241881865 , 1
561.6279651258372 , 1
557.9663051324009 , 1
554.3133959905136 , 1
550.6699860548496 , 1
547.0792155750245 , 1
543.5378368442989 , 1
540.0536837955926 , 1
536.5986055039031 , 1
533.2007970934177 , 1
529.8547800005402 , 1
526.533840234783 , 1
523.2320150702309 , 1
519.9507250167713 , 1
516.7250440123711 , 1
513.5336781307019 , 1
510.4239479401555 , 2
507.3980348016658 , 2
504.43584068038604 , 2
501.5622171248816 , 3
498.80103881120846 , 3
496.1900440835656 , 4
493.7268574695022 , 4
491.4101845869981 , 4
489.23163053749147 , 4
487.1694481422619 , 4
485.2349050592065 , 4
483.41940271431844 , 4
481.7272467071491 , 4
480.1619729016801 , 4
478.74183399040066 , 4
477.46349699179774 , 4
476.30843217750163 , 4
475.29393550935504 , 4
474.391630965554 , 4
473.60380698563677 , 4
472.92847005972635 , 4
472.3983958583677 , 4
472.0067860123008 , 4
471.73410700599476 , 4
471.5839215010262 , 4
471.55630546770595 , 4
471.65494752167825 , 4
471.90036327028633 , 4
472.298342580727 , 4
472.8122305472488 , 4
473.4420340919747 , 4
474.18416514033396 , 4
475.0838758823209 , 4
476.09902053470677 , 4
477.24313105361597 , 4
478.5341711777946 , 4
479.93558378235775 , 4
481.49157047580445 , 4
483.1389582601183 , 3
484.89745452589824 , 3
486.69583224474655 , 1
488.50839415850254 , 0
490.31409313056594 , 0
492.10411874512357 , 0
493.8747501883566 , -1
495.616909266119 , -1
497.3010969503945 , -1
498.9469311004405 , -1
500.53911469036757 , -1
502.1221712623767 , -1
503.6470600705954 , -1
505.1194756972013 , -1
506.5106212461315 , -2
507.82605242959505 , -2
509.08186901877787 , -2
510.25983254145734 , -2
511.3515685649606 , -2
512.3630852030898 , -2
513.3010036253853 , -2
514.1591016604402 , -2
514.930605012273 , -2
515.6218018999458 , -2
516.2599635958244 , -2
516.851165341341 , -2
517.3652306181123 , -2
517.832835995107 , -2
518.2576713872995 , -2
518.5954291317735 , -2
518.8778757676772 , -2
519.0699713132589 , -2
519.2156662149746 , -2
519.3113178746911 , -2
519.3557745811586 , -2
519.3230473385255 , -2
519.2046102300238 , -2
519.0422238916227 , -2
518.8211601212652 , -2
518.5225909194837 , -2
518.1539886098565 , -2
517.7392260038295 , -2
517.2631473310238 , -2
516.7382004603849 , -2
516.1507822524046 , -2
515.4830557993495 , -2
514.760173135206 , -2
514.0118652223784 , -1
513.2343073316786 , -1
512.4486523315403 , 0
511.68115259101825 , 0
510.91175478339403 , 0
510.18136722640367 , 1
509.46033818306347 , 1
508.7944946908739 , 2
508.2151727521519 , 2
507.70225428578783 , 2
507.2560862360802 , 2
506.92537299377307 , 3
506.67278552610566 , 3
506.50434426107154 , 3
506.4335671525326 , 3
506.44431500339175 , 3
506.56955205868076 , 3
506.77315939115846 , 3
507.0802327313215 , 3
507.49105240472085 , 3
508.01546001821595 , 3
508.6155429204998 , 3
509.3198584219151 , 3
510.10913857011224 , 3
510.97557311890125 , 3
511.924412009102 , 3
512.969797092875 , 3
514.1313488419962 , 3
515.4038367004038 , 3
516.796738300393 , 3
518.2760407528098 , 3
519.8313884058882 , 3
521.4949249788086 , 3
523.2342526162842 , 3
525.0691565141443 , 3
527.0263253618214 , 3
529.0827433446157 , 3
531.2299782275117 , 3
533.4945798300239 , 3
535.8548393877269 , 3
538.3116228281557 , 3
540.8596294030488 , 3
543.4592306789348 , 2
546.1283842214486 , 2
548.8768969725298 , 2
551.6789857851663 , 2
554.5596493709289 , 2
557.4936215700566 , 2
560.4472807712473 , 1
563.4483178302273 , 1
566.4921577336864 , 1
569.5552030875141 , 1
572.6602835904372 , 1
575.8191595207568 , 1
579.0300760121203 , 1
582.2848435367516 , 1
585.5647511758353 , 1
588.8637819820015 , 1
592.2170679163963 , 1
595.6029345683813 , 1
599.0307174683624 , 1
602.47854957691 , 1
605.9433271844438 , 1
609.4394499731156 , 1
612.9540468170651 , 1
616.5151915188914 , 1
620.1192868987177 , 1
623.7603642854916 , 1
627.4257652128686 , 1
631.1462470539667 , 1
634.9047241135062 , 1
638.6915888644478 , 1
642.5038378493621 , 1
646.3269897344744 , 1
650.1754039198381 , 1
654.0488303327769 , 1
657.9312501968105 , 1
661.8535271750833 , 1
665.8235395705423 , 1
669.8164664240709 , 1
673.8235816543581 , 0
677.7849799345971 , -1
681.7332619800706 , -1
685.6004054483719 , -2
689.407615606552 , -2
693.1663710991381 , -2
696.8695705455578 , -2
700.5021770707576 , -2
704.0666362628458 , -2
707.5526275274422 , -2
710.9923212540291 , -2
714.3853833920639 , -2
717.6729059725576 , -3
720.8768722397781 , -3
723.9753402605195 , -3
726.9542394161944 , -3
729.8554587811623 , -3
732.6553883297779 , -3
735.377685699372 , -3
738.0201417917871 , -3
740.5506509601715 , -3
742.9791753667324 , -3
745.2938380468488 , -3
747.4925391165983 , -3
749.5747255177253 , -3
751.5814369632963 , -3
753.5029790543922 , -3
755.3452577261672 , -3
757.0827021524958 , -3
758.7344834180061 , -3
760.2643274843672 , -3
761.7066275942533 , -3
763.0549693602924 , -3
764.3037471807547 , -3
765.435280501338 , -3
766.4723575359874 , -3
767.3928422845262 , -3
768.2141470544428 , -3
768.9552284558164 , -3
769.5859962852315 , -3
770.1356843231765 , -3
770.5878833218783 , -3
770.9246759827238 , -3
771.1748737380997 , -3
771.3438887291886 , -3
771.4239590587996 , -3
771.4186791115471 , -3
771.2889029715188 , -3
771.0797566046932 , -3
770.7591345109274 , -3
770.3163526246201 , -3
769.79765583563 , -3
769.1668519478826 , -3
768.4391686943536 , -3
767.5999536287786 , -3
766.6485243198189 , -3
765.6215936486889 , -3
764.4891008335162 , -3
763.2415595123707 , -3
761.8936029862575 , -3
760.4596396847463 , -3
758.9270045938435 , -3
757.274592171285 , -3
755.5262660924691 , -3
753.6550059182148 , -3
751.7058780265265 , -3
749.6770377324414 , -2
747.5616893201965 , -2
745.3971818522042 , -2
743.1495522662406 , -2
740.8150430585009 , -2
738.4629766162733 , -1
736.0674021946327 , -1
733.6416442657611 , -1
731.1865554510499 , -1
728.7158019878972 , -1
726.19450809737 , -1
723.6604222978735 , -1
721.101015684071 , -1
718.5350494929498 , 0
715.9460629830617 , 0
713.3756638344125 , 0
710.816290806463 , 0
708.2384974340864 , 0
705.6693512251103 , 0
703.1190002470155 , 0
700.5773117558105 , 0
698.0160066168858 , 0
695.4539990134747 , 0
692.8695212242961 , 0
690.2886506977158 , 0
687.7133180833263 , 0
685.1550713398675 , 0
682.5749865099591 , 0
680.0043200035268 , 0
677.4308732864038 , 0
674.8447280253785 , 0
672.2431700135238 , 0
669.6323745785998 , 0
667.033332439054 , 0
664.4176879656694 , 0
661.8124478173534 , 0
659.2126387410219 , 0
656.592258729068 , 0
653.9626263481482 , 0
651.3402779899235 , 0
648.731126458589 , 0
646.1411163526194 , 0
643.5544186785448 , 0
640.9444983797459 , 0
638.3312034977009 , 0
635.7230494406766 , 0
633.1216665870375 , 0
630.5318777633181 , 0
627.9345823126758 , 0
625.3242535270169 , 0
622.7072473891085 , 0
620.0728270786694 , 0
617.4400127958123 , 0
614.8146595505191 , 0
612.1714765805201 , 0
609.527452671846 , 0
606.8717558446202 , 0
604.2090335263986 , 0
601.528414114767 , 0
598.9044890755284 , 1
596.3260940996247 , 1
593.8336593636218 , 2
591.4546016743526 , 3
589.1642156535819 , 3
586.9909196861003 , 4
584.9444076347831 , 4
583.016243795476 , 4
581.2605035063812 , 5
579.6587870570785 , 5
578.2390608298873 , 5
576.9884488318045 , 5
575.8998912813981 , 5
574.9857713799279 , 5
574.2158003377041 , 5
573.6304323397322 , 5
573.1892732242293 , 5
572.9371106634097 , 5
572.8309806618449 , 5
572.8748954841262 , 5
573.082320118425 , 5
573.4668016979457 , 5
574.0206310966734 , 5
574.7586249864622 , 5
575.6417480128825 , 5
576.6820360238055 , 5
577.8671283231123 , 5
579.2126378871405 , 5
580.7023097758341 , 5
582.3388988627058 , 5
584.145635634482 , 5
586.1399294345346 , 5
588.3163796577036 , 5
590.6751216372995 , 5
593.2026206320543 , 5
595.892998201095 , 5
598.7744304057559 , 5
601.8005745316714 , 5
604.9683232300151 , 4
608.2414876680255 , 3
611.6022095434652 , 2
614.976180051663 , 0
618.3133281631922 , -1
621.6002112548405 , -1
624.8436121863685 , -1
628.0617272244741 , -1
631.2290133774147 , -1
634.3721017317856 , -1
637.465741968425 , -1
640.5399145918894 , -1
643.5632734209883 , -1
646.5584544503828 , -1
649.5124460686121 , -1
652.4334726544696 , -1
655.3419099319672 , -1
658.22772553308 , -1
661.0923459303488 , -1
663.9112103830079 , -1
666.6788981456167 , -1
669.3974703454376 , -1
672.0982055101083 , -1
674.7632096287986 , -1
677.3763533316977 , -1
679.9470524002652 , -1
682.4759942463118 , -1
684.9884870281833 , -1
687.4841328243423 , -1
689.9431579476765 , -1
692.3823863182388 , -1
694.7849369078693 , -1
697.1480874152122 , -1
699.4800674386809 , -1
701.8015518777503 , -1
704.1092605658463 , -1
706.3937250159881 , -1
708.6457321060658 , -1
710.8741075201507 , -1
713.0716575469755 , -1
715.2522577077686 , -1
717.3941542935926 , -1
719.4789510435423 , -2
721.4785313823224 , -2
723.3981350743131 , -2
725.2354397901003 , -2
726.9798680729587 , -3
728.6172607384615 , -3
730.1696240916087 , -3
731.5998439827866 , -3
732.912391305791 , -3
734.1280260319721 , -3
735.2294904573683 , -3
736.2549149403561 , -3
737.1624603834134 , -3
737.9731909098118 , -3
738.6994320813761 , -3
739.3292371360699 , -3
739.8774971172235 , -3
740.276055397144 , -4
740.5271329623984 , -4
740.649486541532 , -4
740.6290403746541 , -4
740.4985185975524 , -4
740.2513279113156 , -4
739.8796328807819 , -4
739.3515204978429 , -4
738.687034106093 , -4
737.8915119162825 , -4
736.9589964755265 , -4
735.8915594006405 , -4
734.6791095156598 , -4
733.3265378640515 , -4
731.8238052791392 , -4
730.1742595885585 , -4
728.4376996256343 , -3
726.5840909565677 , -3
724.6170136668657 , -3
722.5529759542279 , -3
720.4311842501586 , -2
718.2626480867746 , -2
716.0249342337013 , -2
713.6982932004885 , -2
711.306948109945 , -2
708.8573018063009 , -2
706.35758677583 , -1
703.799858311837 , -1
701.2314284099458 , -1
698.6753630135627 , 0
696.1221553771156 , 0
693.5652347277352 , 0
691.0642275276341 , 1
688.5886703971536 , 1
686.1289658516436 , 1
683.6924384603911 , 1
681.2802509028323 , 1
678.9134793130663 , 1
676.5831141079661 , 1
674.2630615163704 , 1
671.9794095722922 , 1
669.7129567253107 , 1
667.4584663148731 , 1
665.2457757046911 , 1
663.0717044114452 , 1
660.9487268100444 , 1
658.8713710672853 , 1
656.8836988373789 , 2
654.9496122473179 , 2
653.0622960163026 , 2
651.2182478948145 , 2
649.4294321432209 , 2
647.6873214597044 , 2
645.9954255213871 , 2
644.3794950272628 , 2
642.8124374208617 , 2
641.3096536106118 , 2
639.8590937693776 , 2
638.4664029441146 , 2
637.1303082160229 , 2
635.8575999140609 , 2
634.6611950270637 , 2
633.5370592668595 , 2
632.4959738280344 , 2
631.5013436550812 , 2
630.5568678472271 , 2
629.6787969571944 , 2
628.844497940204 , 2
628.1013948705026 , 2
627.4263388327286 , 2
626.8110013106099 , 2
626.2405227754854 , 2
625.7430671035625 , 2
625.3225627529481 , 2
624.988845938015 , 2
624.7179103941728 , 2
624.4887085967287 , 2
624.3381266492427 , 2
624.2436636784445 , 2
624.223251866405 , 2
624.2877116368766 , 2
624.3792250356194 , 1
624.4862719148731 , 1
624.5873084300621 , 0
624.6688736148635 , 0
624.760379824855 , 0
624.8600383694333 , 0
624.9731306427611 , 0
625.0725241116636 , 0
625.1598455674534 , 0
625.2531308267236 , 0
625.3383449693696 , 0
625.4318769937868 , 0
625.5148862024804 , 0
625.6020729555337 , 0
625.7100457466491 , 0
625.8121239506075 , 0
625.8965162972552 , 0
625.9778960051499 , 0
626.0399913222471 , 0
626.1192187370541 , 0
626.1744391718101 , 0
626.2139966241642 , 0
626.2758321963126 , 0
626.3336372188799 , 0
626.4026177697325 , 0
626.4910608673433 , 0
626.5856816955668 , 0
626.6977656006109 , 0
626.7975486501244 , 0
626.888595676991 , 0
626.9591557825931 , 0
627.0122459371728 , 0
627.0641966950517 , 0
627.11904137228 , 0
627.1626172763066 , 0
627.2189898421308 , 0
627.2567053070005 , 0
627.3146571912839 , 0
627.3493234236663 , 0
627.4015731830943 , 0
627.4405163415094 , 0
627.4843534518335 , 0
627.5333634088701 , 0
627.5716868344583 , 0
627.6055863834072 , 0
627.6606271778833 , 0
627.704972619921 , 0
627.733144017907 , 0
627.7543755781775 , 0
627.7890452838196 , 0
627.8342269144213 , 0
627.8863030818036 , 0
